Advertiser,Advertiser Currency,Insertion Order,App/URL,Impressions,Clicks,Click Rate (CTR),Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency),Media Cost (Advertiser Currency)
,,,,2197134,4236,0.19%,0,0,0,486.320419,381.128855
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,999.md,194065,179,0.09%,0,0,0,29.437524,23.07016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Thousand - Android (ru.thousandcardgame.android),21,0,0.00%,0,0,0,0.008872,0.006953
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,agriaffaires.com,21,0,0.00%,0,0,0,0.005466,0.004284
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,aksonmedical.com,21,0,0.00%,0,0,0,0.004883,0.003827
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,android-club.ws,21,0,0.00%,0,0,0,0.011476,0.008994
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,androidvip.net,21,0,0.00%,0,0,0,0.005257,0.00412
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,autoscout24.ch,21,0,0.00%,0,0,0,0.005995,0.004698
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,bucatariaramonei.com,21,0,0.00%,0,0,0,0.004606,0.00361
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cluju.ro,21,0,0.00%,0,0,0,0.005539,0.004341
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,codycrossanswers.net,21,0,0.00%,0,0,0,0.003458,0.00271
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cpu-upgrade.com,21,0,0.00%,0,0,0,0.008881,0.00696
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cpu-world.com,21,0,0.00%,0,0,0,0.008291,0.006498
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,csgostash.com,21,0,0.00%,0,0,0,0.003623,0.002839
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,detskiychas.ru,21,0,0.00%,0,0,0,0.004211,0.0033
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,download-mcpe.com,21,0,0.00%,0,0,0,0.023963,0.01878
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,easyfizika.ru,21,0,0.00%,0,0,0,0.004619,0.00362
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,explosm.net,21,0,0.00%,0,0,0,0.003526,0.002763
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fashionapp.ru,21,0,0.00%,0,0,0,0.008623,0.006758
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fidelityhouse.eu,21,0,0.00%,0,0,0,0.004567,0.003579
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fireman.club,21,0,0.00%,0,0,0,0.004083,0.0032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fontsgeek.com,21,0,0.00%,0,0,0,0.006747,0.005288
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,free-dwg.com,21,0,0.00%,0,0,0,0.006444,0.00505
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,free-stik.ru,21,0,0.00%,0,0,0,0.001238,0.00097
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,funnygames.ro,21,0,0.00%,0,0,0,0.004643,0.003639
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gamedogs.cz,21,0,0.00%,0,0,0,0.004807,0.003767
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,getnada.com,21,0,0.00%,0,0,0,0.005372,0.00421
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,goal.com,21,0,0.00%,0,0,0,0.004152,0.003254
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gpszone.ro,21,0,0.00%,0,0,0,0.003153,0.002471
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gtainside.com,21,0,0.00%,0,0,0,0.004997,0.003916
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hairmaniac.ru,21,0,0.00%,0,0,0,0.004148,0.003251
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hairsalonmelange.com,21,0,0.00%,0,0,0,0.00461,0.003613
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hearthpwn.com,21,0,0.00%,0,0,0,0.005488,0.004301
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,icy-veins.com,21,0,0.00%,0,0,0,0.004395,0.003444
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,idealkitchen.ru,21,0,0.00%,0,0,0,0.006272,0.004915
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,idownloadblog.com,21,0,0.00%,0,0,0,0.005449,0.00427
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,invatagermanaabc.eu,21,0,0.00%,0,0,0,0.007222,0.00566
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,jocuri-izi.ro,21,0,0.00%,0,0,0,0.003393,0.002659
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,jutkoe.ru,21,0,0.00%,0,0,0,0.003713,0.00291
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,khl.ru,21,0,0.00%,0,0,0,0.004842,0.003795
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kprofiles.com,21,0,0.00%,0,0,0,0.004224,0.00331
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,krasotakrasota.com,21,0,0.00%,0,0,0,0.009974,0.007817
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,krizis-kopilka.ru,21,0,0.00%,0,0,0,0.004761,0.003731
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ladykiss.ru,21,0,0.00%,0,0,0,0.003956,0.0031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,libero.it,21,0,0.00%,0,0,0,0.003547,0.00278
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,lifehacker.com,21,0,0.00%,0,0,0,0.005487,0.0043
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,loveandlemons.com,21,0,0.00%,0,0,0,0.00785,0.006152
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mcpebedrock.com,21,0,0.00%,0,0,0,0.011678,0.009152
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,miniclip.com,21,0,0.00%,0,0,0,0.002953,0.002314
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,minutamami.ru,21,1,4.76%,0,0,0,0.00416,0.00326
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mioritice.com,21,0,0.00%,0,0,0,0.005423,0.00425
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mir-knigi.org,21,0,0.00%,0,0,0,0.003247,0.002545
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,montessoriself.ru,21,0,0.00%,0,0,0,0.006412,0.005025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,nature-via.com,21,0,0.00%,0,0,0,0.00416,0.00326
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,newegg.com,21,0,0.00%,0,0,0,0.003395,0.002661
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,newsbv.ro,21,0,0.00%,0,0,0,0.004437,0.003477
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,olx.kz,21,0,0.00%,0,0,0,0.004047,0.003172
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,osxdaily.com,21,0,0.00%,0,0,0,0.006367,0.00499
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,otherreferats.allbest.ru,21,0,0.00%,0,0,0,0.003555,0.002786
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,paperio.site,21,1,4.76%,0,0,0,0.008039,0.0063
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,pdftoimage.com,21,0,0.00%,0,0,0,0.00851,0.006669
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,photoramki-online.ru,21,0,0.00%,0,0,0,0.004696,0.00368
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,procrossover.ru,21,0,0.00%,0,0,0,0.001831,0.001435
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,proshivku.ru,21,0,0.00%,0,0,0,0.00356,0.00279
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,pteat.ru,21,0,0.00%,0,0,0,0.006667,0.005225
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ranobe.me,21,0,0.00%,0,0,0,0.00139,0.001089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rellenadodecartuchos.com,21,0,0.00%,0,0,0,0.005742,0.0045
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ringtonesfree.info,21,0,0.00%,0,0,0,0.002096,0.001643
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rugraphics.ru,21,0,0.00%,0,0,0,0.006214,0.00487
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,simsdom.com,21,0,0.00%,0,0,0,0.00393,0.00308
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,skaip.su,21,0,0.00%,0,0,0,0.005334,0.00418
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,slovami.net,21,0,0.00%,0,0,0,0.006657,0.005217
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sobytiya.net,21,0,0.00%,0,0,0,0.005677,0.004449
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,softpedia.com,21,0,0.00%,0,0,0,0.003917,0.00307
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,softrare.ru,21,0,0.00%,0,0,0,0.003182,0.002494
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,songkick.com,21,0,0.00%,0,0,0,0.004804,0.003765
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,technosova.ru,21,0,0.00%,0,0,0,0.005262,0.004124
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,testvonline.ru,21,0,0.00%,0,0,0,0.007222,0.00566
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,text-image.ru,21,0,0.00%,0,0,0,0.004836,0.00379
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thedrive.com,21,0,0.00%,0,0,0,0.003115,0.002441
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,transfermarkt.de,21,0,0.00%,0,0,0,0.005469,0.004286
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ubuntupit.com,21,0,0.00%,0,0,0,0.006255,0.004902
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uflebologa.ru,21,0,0.00%,0,0,0,0.004581,0.00359
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,urbanfonts.com,21,0,0.00%,0,0,0,0.005457,0.004277
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,velofans.ru,21,0,0.00%,0,0,0,0.003871,0.003034
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vottaktak.pw,21,0,0.00%,0,0,0,0.006781,0.005314
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vsedz.ru,21,0,0.00%,0,0,0,0.00296,0.00232
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vsem.fun,21,0,0.00%,0,0,0,0.007324,0.00574
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wallpaperswide.com,21,0,0.00%,0,0,0,0.005229,0.004098
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,webtran.ru,21,0,0.00%,0,0,0,0.015247,0.011949
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,windowstips.ru,21,0,0.00%,0,0,0,0.005576,0.00437
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wisegeek.ru,21,0,0.00%,0,0,0,0.001613,0.001264
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wordofdecor.com,21,0,0.00%,0,0,0,0.005308,0.00416
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,worldometers.info,21,0,0.00%,0,0,0,0.007856,0.006157
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,yagdz.com,21,2,9.52%,0,0,0,0.008896,0.006972
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Детективы - бесплатные книги - Android (ru.kuchaknig.android.freebooks.crime),21,0,0.00%,0,0,0,0.010397,0.008148
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,100dorog.ru,20,0,0.00%,0,0,0,0.003113,0.00244
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,10fastfingers.com,20,0,0.00%,0,0,0,0.005487,0.0043
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Color Call - Color Phone Flash & Call Screen Theme - Android (com.eztech.color.phone),20,0,0.00%,0,0,0,0.006531,0.005118
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Download Music Mp3 - Android (com.musicops.vanillamusicdownload),20,0,0.00%,0,0,0,0.009112,0.007141
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Draughts - Android (pl.lukok.draughts),20,0,0.00%,0,0,0,0.023833,0.018678
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Magic Tiles 3 - Android (com.youmusic.magictiles),20,1,5.00%,0,0,0,0.033078,0.025923
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Mini Modern City Craft - Android (mini.crafting.modern.city.craft.creative),20,0,0.00%,0,0,0,0.005278,0.004136
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,My Talking Angela - Android (com.outfit7.mytalkingangelafree),20,1,5.00%,0,0,0,0.033471,0.026231
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Run Race 3D - Android (com.mgc.runnergame),20,1,5.00%,0,0,0,0.022449,0.017593
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Special Forces Group 2 - Android (com.ForgeGames.SpecialForcesGroup2),20,0,0.00%,0,0,0,0.004996,0.003915
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,"Stocks, Forex, Futures & News - Android (com.fusionmedia.investing)",20,0,0.00%,0,0,0,0.00919,0.007202
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,VOKS: музыкальный плеер онлайн - iOS (1431755408),20,0,0.00%,0,0,0,0.008517,0.006675
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,"Vault-Hide SMS,Pics & Videos,App Lock,Cloud backup - Android (com.netqin.ps)",20,0,0.00%,0,0,0,0.004298,0.003368
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,addictivetips.com,20,0,0.00%,0,0,0,0.002387,0.001871
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,afaceriardelene.ro,20,0,0.00%,0,0,0,0.00435,0.003409
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,allrecipes.com,20,0,0.00%,0,0,0,0.003893,0.003051
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,alt-codes.net,20,0,0.00%,0,0,0,0.003683,0.002886
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,automobile-catalog.com,20,0,0.00%,0,0,0,0.007236,0.005671
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,avto-flot.ru,20,0,0.00%,0,0,0,0.007592,0.00595
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,bloomberg.com,20,0,0.00%,0,0,0,0.008086,0.006337
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,budvtemi.com,20,0,0.00%,0,0,0,0.008179,0.00641
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cardsmy.com,20,0,0.00%,0,0,0,0.006532,0.005119
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cbr.com,20,0,0.00%,0,0,0,0.004259,0.003338
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,congratulationsto.com,20,0,0.00%,0,0,0,0.005678,0.00445
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,debilizator.tv,20,0,0.00%,0,0,0,0.003195,0.002504
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,dendrblog.ru,20,0,0.00%,0,0,0,0.001776,0.001392
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,dizainall.com,20,1,5.00%,0,0,0,0.001999,0.001567
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,downloadroms.io,20,1,5.00%,0,0,0,0.005021,0.003935
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,dvadi.com,20,0,0.00%,0,0,0,0.000715,0.00056
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ecuisine.ro,20,0,0.00%,0,0,0,0.00562,0.004404
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,educalingo.com,20,0,0.00%,0,0,0,0.00639,0.005008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,expertcen.ru,20,0,0.00%,0,0,0,0.004562,0.003575
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,felicit.ro,20,0,0.00%,0,0,0,0.005403,0.004234
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ffonts.net,20,0,0.00%,0,0,0,0.002711,0.002125
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fitnessera.ru,20,0,0.00%,0,0,0,0.008243,0.00646
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,foe.wiki,20,0,0.00%,0,0,0,0.002807,0.0022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,foreca.ro,20,0,0.00%,0,0,0,0.004666,0.003657
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,freelance.ru,20,0,0.00%,0,0,0,0.000655,0.000513
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gamer-info.com,20,0,0.00%,0,0,0,0.003036,0.002379
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,geek-nose.com,20,0,0.00%,0,0,0,0.004989,0.00391
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gluma.eu,20,0,0.00%,0,0,0,0.004555,0.00357
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,goki.ro,20,0,0.00%,0,0,0,0.007822,0.00613
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gsminfo.com.ua,20,0,0.00%,0,0,0,0.006536,0.005122
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gta5-mods.com,20,0,0.00%,0,0,0,0.003598,0.00282
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,haberler.com,20,0,0.00%,0,0,0,0.002646,0.002074
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hairsmakeup.com,20,0,0.00%,0,0,0,0.006966,0.005459
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hollywoodreporter.com,20,0,0.00%,0,0,0,0.004469,0.003502
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,homezz.ro,20,0,0.00%,0,0,0,0.005192,0.004069
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,horoscope.com,20,0,0.00%,0,0,0,0.003335,0.002614
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hoznauka.ru,20,0,0.00%,0,0,0,0.003962,0.003105
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,igotoworld.com,20,0,0.00%,0,0,0,0.008295,0.006501
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,inetkomp.ru,20,0,0.00%,0,0,0,0.003216,0.00252
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,inoreader.com,20,0,0.00%,0,0,0,0.006196,0.004856
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,insta-luxary.com,20,0,0.00%,0,0,0,0.011356,0.0089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,interpals.net,20,0,0.00%,0,0,0,0.004513,0.003537
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,intowindows.com,20,0,0.00%,0,0,0,0.004814,0.003773
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,it-like.ru,20,0,0.00%,0,0,0,0.005653,0.00443
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kakpishem.ru,20,0,0.00%,0,0,0,0.004234,0.003318
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kisstop.ru,20,0,0.00%,0,0,0,0.004147,0.00325
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kolevit.ru,20,0,0.00%,0,0,0,0.004121,0.00323
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kuhniclub.ru,20,0,0.00%,0,0,0,0.008043,0.006303
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ladyelena.ru,20,0,0.00%,0,0,0,0.003922,0.003074
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,liberoquotidiano.it,20,0,0.00%,0,0,0,0.005977,0.004684
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,lolsdolls.com,20,0,0.00%,0,0,0,0.004874,0.00382
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,looperman.com,20,0,0.00%,0,0,0,0.003623,0.002839
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,love.mail.ru,20,0,0.00%,0,0,0,0.003736,0.002928
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mataf.net,20,0,0.00%,0,0,0,0.001553,0.001217
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mateonline.net,20,0,0.00%,0,0,0,0.003318,0.0026
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mi-faq.ru,20,0,0.00%,0,0,0,0.005219,0.00409
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,minesweeperonline.com,20,0,0.00%,0,0,0,0.008253,0.006468
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mods2.ru,20,0,0.00%,0,0,0,0.002711,0.002125
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,na-mangale.ru,20,0,0.00%,0,0,0,0.004925,0.00386
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,news.bigmir.net,20,0,0.00%,0,0,0,0.004471,0.003504
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,news.com.au,20,0,0.00%,0,0,0,0.004331,0.003394
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,oko-planet.su,20,0,0.00%,0,0,0,0.005918,0.004638
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,omegapost.ru,20,0,0.00%,0,0,0,0.003448,0.002702
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,onlajnigry.net,20,0,0.00%,0,0,0,0.003088,0.00242
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,otkritkivip.ru,20,0,0.00%,0,0,0,0.003852,0.003019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,pedsovet.su,20,0,0.00%,0,0,0,0.004526,0.003547
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,photar.ru,20,0,0.00%,0,0,0,0.00444,0.00348
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,picnic-cuvant.ro,20,0,0.00%,0,0,0,0.00222,0.00174
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,poe.trade,20,0,0.00%,0,0,0,0.00415,0.003252
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,poemsource.com,20,0,0.00%,0,0,0,0.004895,0.003836
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,posta.com.tr,20,0,0.00%,0,0,0,0.004319,0.003385
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,privet-rostov.ru,20,0,0.00%,0,0,0,0.001261,0.000988
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,psyxotest.ru,20,0,0.00%,0,0,0,0.004594,0.0036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,radio-italiane.it,20,0,0.00%,0,0,0,0.000436,0.000342
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,radioemu.com,20,0,0.00%,0,0,0,0.014942,0.01171
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,realitateasportiva.net,20,0,0.00%,0,0,0,0.00141,0.001105
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,relasko.ru,20,0,0.00%,0,0,0,0.001233,0.000966
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,replicaonline.ro,20,0,0.00%,0,0,0,0.004058,0.00318
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rozetkaonline.ru,20,0,0.00%,0,0,0,0.0055,0.00431
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,satx.ru,20,0,0.00%,0,0,0,0.008664,0.00679
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,serialytv.ru,20,0,0.00%,0,0,0,0.002123,0.001664
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sobaka.guru,20,0,0.00%,0,0,0,0.003956,0.0031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sovet-sekret.ru,20,1,5.00%,0,0,0,0.004734,0.00371
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,speaklanguages.com,20,0,0.00%,0,0,0,0.005276,0.004135
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stampworld.com,20,0,0.00%,0,0,0,0.00458,0.003589
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sudoku.org.ua,20,0,0.00%,0,0,0,0.005503,0.004313
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,svadebka.ws,20,0,0.00%,0,0,0,0.005729,0.00449
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tabor.ru,20,0,0.00%,0,0,0,0.001078,0.000845
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tayni-mirozdaniya.ru,20,0,0.00%,0,0,0,0.004326,0.00339
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tetatet-club.ru,20,0,0.00%,0,0,0,0.003631,0.002846
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tv-smart-tv.ru,20,0,0.00%,0,0,0,0.002866,0.002246
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twokarburators.ru,20,0,0.00%,0,0,0,0.006074,0.00476
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uacargo.com.ua,20,0,0.00%,0,0,0,0.00139,0.001089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vegalab.ru,20,0,0.00%,0,0,0,0.006597,0.00517
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vellisa.ru,20,0,0.00%,0,0,0,0.004364,0.00342
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vidos.top,20,0,0.00%,0,0,0,0.007904,0.006194
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,w.today,20,0,0.00%,0,0,0,0.004845,0.003797
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,warframe.market,20,0,0.00%,0,0,0,0.003205,0.002512
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,whosdatedwho.com,20,0,0.00%,0,0,0,0.001691,0.001325
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wishesmsg.com,20,0,0.00%,0,0,0,0.005844,0.00458
